Rank,Name,NA_Sales,EU_Sales,Global_Sales
542,Sonic and the Secret Rings,1.24,1.2,2.77
543,Saints Row: The Third,1.25,1.15,2.77
544,Missile Command,2.56,0.17,2.76
545,Mario Paint,1.43,0.54,2.75
546,Assassin's Creed IV: Black Flag,1.07,1.31,2.74
547,Pokémon Stadium 2,1.02,0.36,2.73
548,Metroid,1.33,0.31,2.73
549,L.A. Noire,1.52,0.94,2.72
550,Call of Duty 3,1.49,0.93,2.71
551,The Legend of Zelda: A Link to the Past,1.75,0.52,2.7
552,Onimusha: Warlords,0.99,0.48,2.7
553,Mortal Kombat X,1.47,0.76,2.7
554,Mario Party,1.25,0.53,2.7
555,Madden NFL 12,2.42,0.11,2.69
556,LEGO Star Wars II: The Original Trilogy,1.85,0.64,2.69
557,Madden NFL 11,2.38,0.12,2.69
558,Mario vs. Donkey Kong: Mini-Land Mayhem!,1.63,0.52,2.69
559,Skate 3,1.46,0.98,2.68
560,Burnout 3: Takedown,1.23,1.11,2.68
561,Yokai Watch 2 Shinuchi,0,0,2.68
562,Need for Speed: Shift,0.69,1.41,2.68
563,Final Fantasy XIII-2,0.78,0.75,2.68
564,Mortal Kombat,1.95,0.63,2.67
565,Call Of Duty 2: Big Red One,1.48,0.92,2.67
566,Guitar Hero: World Tour,1.78,0.64,2.67
567,Medal of Honor,1.44,1.09,2.67
568,Fable,1.99,0.58,2.66
569,Hannah Montana,1.59,0.8,2.65
570,Tom Clancy's Splinter Cell,1.15,1.11,2.65
571,Skylanders Giants,1.56,0.88,2.65
572,Medal of Honor Heroes,0.86,1.11,2.65
573,Super Mario Bros.: The Lost Levels,0,0,2.65
574,Star Wars: Shadows of the Empire,2,0.5,2.65
575,LEGO Star Wars: The Complete Saga,1.53,0.87,2.64
576,Midnight Club: Street Racing,2,0.47,2.63
577,Pac-Man: Adventures in Time,0.76,1.1,2.63
578,Halo Wars,1.53,0.82,2.63
579,God of War Collection,1.7,0.46,2.63
580,ESPN NFL 2K5,2.15,0.12,2.62
581,Mario Strikers Charged,1.07,1.06,2.62
582,Medal of Honor,1.55,0.81,2.62
583,FIFA Soccer 10,0.59,1.79,2.62
584,NBA 2K12,2.31,0.14,2.62
585,Style Savvy,0.63,0.84,2.61
586,Harry Potter and the Chamber of Secrets,0.9,1.22,2.61
587,Super Mario All-Stars: Limited Edition,1.02,0.52,2.6
588,Streets of Rage,1.86,0.55,2.6
589,FIFA Soccer 09,0.48,1.63,2.59
590,Ratchet & Clank Future: Tools of Destruction,0.93,1.12,2.59
591,NBA Live 2005,2.03,0.21,2.59
592,LittleBigPlanet,0.64,1.24,2.58
593,Killzone: Shadow Fall,0.89,1.33,2.58
594,Ghostbusters: The Video Game (DS Version),1.04,1.24,2.58
595,Monster Hunter Freedom 2,0.37,0.27,2.58
596,WWE SmackDown vs. RAW 2007,1.4,0.88,2.58
597,Ratchet & Clank: Up Your Arsenal,1.31,0.74,2.57
598,Art Academy,0.28,1.68,2.57
599,Dragon Age: Origins,1.76,0.56,2.57
600,Madden NFL 08,2.14,0.08,2.57
601,Sonic Adventure 2 Battle,1.7,0.59,2.56
602,Dragon Warrior II,0.15,0,2.56
603,Madden NFL 13,2.11,0.23,2.56
604,Pokémon Colosseum,1.21,0.57,2.54
605,Deca Sports,1.13,0.87,2.54
606,Madden NFL 09,2.21,0.12,2.54
608,Crazy Taxi,1.13,1.12,2.52
609,Perfect Dark,1.55,0.75,2.52
610,Game Party,1.5,0.78,2.52
611,Dragon Warrior,0.49,0,2.52
612,Tomb Raider (2013),0.6,1.31,2.51
613,Marvel: Ultimate Alliance,2.29,0.02,2.5
614,PES 2009: Pro Evolution Soccer,0.13,0.07,2.5
615,Mario Party 2,1.28,0.14,2.5
616,Saints Row: The Third,0.86,1.06,2.49
617,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,1.84,0.56,2.49
618,LEGO Harry Potter: Years 1-4,1.29,0.97,2.49
619,Mortal Kombat: Deadly Alliance,1.81,0.52,2.49
620,Resistance 2,1.15,0.85,2.48
621,Pure,1.38,0.85,2.48
622,Tomb Raider: The Last Revelation,1.15,1.14,2.48
623,NBA 2K13,1.72,0.44,2.48
625,NBA 2K14,2.1,0.2,2.47
626,Mario Party 4,1.13,0.36,2.47
627,uDraw Studio,1.67,0.58,2.46
628,Midnight Club: Los Angeles,1.55,0.54,2.45
629,Final Fantasy V,0,0,2.45
630,Final Fantasy Tactics,0.93,0.12,2.45
631,Twisted Metal 2,2.12,0.25,2.44
632,Halo: Combat Evolved Anniversary,1.44,0.73,2.44
633,Need for Speed Carbon: Own the City,0.87,0.98,2.44
634,The Sims: Bustin' Out,1.07,1.19,2.43
635,Riven: The Sequel to Myst,1.52,0.82,2.43
636,Tom Clancy's Rainbow Six: Vegas 2,1.56,0.61,2.42
637,Sonic Adventure,1.26,0.61,2.42
638,Ice Hockey,1.27,0.32,2.42
639,pro evolution soccer 2011,0.29,1.18,2.42
640,Dragon Ball Z: Budokai 2,1.63,0.22,2.41
641,ATV Offroad Fury,2.07,0.26,2.41
642,Dino Crisis,0.81,0.76,2.41
643,Minecraft,1.43,0.76,2.41
644,Need for Speed: ProStreet,0.69,0,2.41
645,Madden NFL 16,2.07,0.08,2.4
646,Tetris Plus,2.1,0.24,2.4
647,Pro Wrestling,0.77,0.18,2.4
648,Theme Hospital,2.3,0.1,2.4
650,Need for Speed (2015),0.49,1.49,2.39
651,Zumba Fitness,1.74,0.48,2.39
653,Monopoly,1.49,0.81,2.39
654,Batman: Arkham Origins,1.07,0.87,2.39
655,Dead Island,1.48,0.71,2.39
656,Guitar Hero,1.67,0.61,2.38
657,LEGO Star Wars: The Complete Saga,1.02,0.97,2.38
658,Kinect: Disneyland Adventures,1.73,0.46,2.38
659,WCW/nWo Revenge,1.94,0.39,2.38
660,Bloodborne,1,0.76,2.38
661,NBA 2K15,1.46,0.54,2.38
662,Madden NFL 11,2.04,0.15,2.38
663,Yu-Gi-Oh! The Duelists of the Roses,1.16,0.91,2.38
664,Madden NFL 08,2.18,0.01,2.37
665,Half-Life 2,2.28,0.02,2.37
666,The Incredibles,0.96,1.08,2.37
667,Tony Hawk's Underground 2,1.25,0.86,2.37
668,Madden NFL 10,2.03,0.13,2.37
669,Kinect Sports: Season Two,1.38,0.74,2.36
670,Kirby's Dream Land 2,0.69,0.14,2.36
671,LEGO Harry Potter: Years 1-4,1.07,1.05,2.35
672,Donkey Kong Land II,1.39,0.48,2.35
673,Dragon Warrior Monsters,0,0,2.35
674,Midnight Club: Los Angeles,1.68,0.46,2.35
675,Skylanders SWAP Force,1.32,0.83,2.34
676,WWE SmackDown vs Raw 2008,0.92,0,2.34
677,My Fitness Coach,1.2,0.9,2.34
678,Resident Evil - Code: Veronica X,1.08,0.7,2.34
679,The Sims 3,1.27,0.86,2.33
680,The Legend of Zelda: Majora's Mask 3D,1.14,0.54,2.32
681,NBA 2K16,1.93,0.14,2.32
682,Just Dance Kids,1.57,0.56,2.32
683,Mario Tennis,0.78,0.4,2.32
684,Grand Theft Auto,0.79,1.35,2.32
685,James Bond 007: Everything or Nothing,0.85,1.06,2.31
686,WarioWare Touched!,0.52,0.45,2.31
687,Need For Speed: High Stakes,1.58,0.64,2.31
688,Chrono Trigger,0.28,0,2.31
689,Cool Boarders 3,1.65,0.46,2.31
690,LEGO Marvel Super Heroes,1.24,0.85,2.3
691,Guild Wars 2,0.95,1.06,2.3
692,Pokemon Ranger: Shadows of Almia,0.95,0.54,2.3
693,Dead Island,1.08,0.75,2.29
694,Tomb Raider II,0.91,1.25,2.29
695,God of War: Ascension,1.23,0.68,2.29
696,Need for Speed Underground 2,1.38,0.8,2.28
697,Pro Evolution Soccer 2010,0.3,1.27,2.28
698,Just Dance 2015,1.11,0.98,2.28
699,Yokai Watch Busters,0,0,2.28
700,Mario Bros.,0.51,0.12,2.28
701,FIFA Soccer 09,0.38,0.07,2.28
702,Star Wars: The Force Unleashed,1.01,0.9,2.28
703,Borderlands 2,1.05,0.77,2.28
704,TOCA Touring Car Championship,0.07,2,2.28
705,Paper Mario: Sticker Star,1.12,0.39,2.27
706,Sonic's Ultimate Genesis Collection,1.34,0.62,2.27
707,Super Monkey Ball: Banana Blitz,1.07,0.92,2.27
708,Kirby: Nightmare in Dream Land,1.22,0.1,2.27
709,Wario Land 4,0.9,0.73,2.26
710,Guitar Hero III: Legends of Rock,1.4,0.54,2.26
712,Resident Evil 4,1.34,0.57,2.26
713,Minecraft,0.28,0.79,2.25
714,Onimusha 2: Samurai's Destiny,0.62,0.44,2.25
715,Cool Boarders 2,1.52,0.46,2.25
716,Paper Mario: The Thousand-Year Door,1.48,0.25,2.25
717,Madden NFL 12,1.93,0.15,2.25
718,Monster Hunter Tri,0.67,0.41,2.25
719,Dissidia: Final Fantasy,0.51,0.51,2.25
720,Sonic Advance,1.19,0.71,2.24
721,Spyro: Season of Ice,1.29,0.83,2.23
722,Teenage Mutant Ninja Turtles II: The Arcade Game,1.74,0.25,2.23
723,LEGO Indiana Jones: The Original Adventures,1.42,0.61,2.23
724,Dance Dance Revolution X2,1.09,0.85,2.23
725,New Super Luigi U,1.27,0.62,2.22
726,Prince of Persia: The Sands of Time,0.88,1.03,2.22
727,Scribblenauts,1.71,0.32,2.22
728,The Legend of Zelda: Link's Awakening DX,1,0.63,2.22
729,Need for Speed: Hot Pursuit,1.03,0.98,2.22
730,BioShock 2,1.45,0.55,2.21
731,Assassin's Creed IV: Black Flag,1.47,0.55,2.21
732,Devil May Cry 3: Dante's Awakening Special Edition,1.06,0.82,2.21
733,Rock Band 2,1.78,0.24,2.2
734,Frogger,2.06,0.12,2.2
735,Guitar Hero II,2.01,0.02,2.2
736,Wario Land 3,1.11,0.51,2.2
737,Pro Yakyuu Family Stadium,0.15,0,2.2
738,Sonic Unleashed,1.28,0.68,2.2
739,High School Musical: Makin' the Cut!,1.06,0.91,2.2
740,Pro Evolution Soccer 2012,0.34,0.97,2.19
741,Saints Row,1.17,0.78,2.19
742,Star Wars: Knights of the Old Republic,1.68,0.44,2.19
743,Kirby's Pinball Land,0.87,0.17,2.19
744,Donkey Kong Country,1.04,0.72,2.19
745,Hitman: Absolution,0.59,1.07,2.19
746,Yu-Gi-Oh: Duel Monsters 4,0,0,2.18
747,ATV Offroad Fury 2,1.92,0.2,2.18
748,Forza Motorsport 5,1.21,0.78,2.18
749,Madden NFL 25,1.97,0.07,2.18
750,Pokemon Ranger,1.29,0.04,2.18
751,Mario & Luigi: Superstar Saga,1.48,0.17,2.17
752,Final Fantasy XIII,1.27,0.68,2.17
753,Star Wars: Rogue Squadron,1.6,0.46,2.17
754,Tennis,0.48,0.11,2.17
755,The Sims: House Party,1.23,0.83,2.16
756,Your Shape featuring Jenny McCarthy,1.51,0.47,2.16
757,Syphon Filter 2,1.5,0.55,2.15
758,Tom Clancy's Rainbow Six: Siege,0.54,1.16,2.15
759,Volleyball,0.14,0.03,2.15
760,FIFA 15,0.6,1.41,2.15
761,Call of Duty: Roads to Victory,0.52,1.03,2.14
762,Super Mario RPG: Legend of the Seven Stars,0.66,0,2.14
763,Mahjong,0.01,0,2.14
764,R.C. Pro-Am,1.47,0.38,2.14
765,SimCity 2000,1.2,0.84,2.14
766,Demon Attack,1.99,0.12,2.13
767,Dance Dance Revolution Extreme,1.04,0.81,2.13
768,Tetris DS,0.64,0.07,2.13
769,Final Fantasy Tactics Advance,0.82,0.37,2.13
770,Far Cry: Primal,0.59,1.16,2.13
771,Toy Story 3: The Video Game,0.93,0.97,2.12
772,Final Fantasy III,0.91,0.05,2.12
773,Kirby's Epic Yarn,1.47,0.09,2.12
774,Project Gotham Racing,1.37,0.61,2.12
775,Golf,0.83,0.33,2.12
776,NBA 2K12,1.61,0.27,2.11
777,Borderlands,1.2,0.62,2.11
778,Tony Hawk's Pro Skater,1.68,0.4,2.11
779,PES 2009: Pro Evolution Soccer,0.11,1.34,2.11
780,Need for Speed: Hot Pursuit 2,1.68,0.31,2.11
781,Mario Sports Mix,0.9,0.45,2.11
783,Dynasty Warriors 4,0.63,0.21,2.11
784,Mortal Kombat,1.63,0.33,2.11
785,Parasite Eve,0.94,0.07,2.1
786,Scooby-Doo! Night of 100 Frights,1.17,0.72,2.1
787,Project Gotham Racing (JP weekly sales),1.54,0.44,2.1
788,Need for Speed: Most Wanted 5-1-0,1.77,0.13,2.1
789,Portal 2,1.41,0.51,2.1
790,Devil May Cry 3: Dante's Awakening,0.99,0.63,2.09
791,Derby Stallion,0,0,2.09
792,Dead Rising,1.16,0.65,2.09
793,Finding Nemo,1.26,0.6,2.09
794,NBA 2K11,1.84,0.12,2.09
795,Wipeout: The Game,1.97,0,2.09
796,The Sims 2: Pets,0.92,0.94,2.09
797,Battlefield: Hardline,0.7,0.93,2.09
798,Metal Gear Solid: Peace Walker,0.46,0.42,2.09
799,World of Warcraft: Cataclysm,1.77,0.32,2.08
800,Tetris Worlds,1.11,0.71,2.08
801,Need For Speed: Undercover,0.63,1.02,2.08
802,Dance Dance Revolution: Hottest Party,1.36,0.52,2.08
803,Mario Party 5,0.97,0.33,2.08
804,Ghostbusters: The Video Game (DS Version),0.59,0.99,2.08
805,Sim Theme Park,2.04,0.04,2.08
806,Warcraft: Orcs & Humans,0.89,1.08,2.08
807,Skate 3,0.79,0.94,2.08
808,Spec Ops: Airborne Commando,1.54,0.46,2.07
809,Kingdom Hearts: Birth by Sleep,0.63,0.42,2.07
810,UFC 2009 Undisputed,1.48,0.39,2.07
811,Dark Souls,0.75,0.54,2.07
812,Yu-Gi-Oh! The Eternal Duelist Soul,1.64,0.36,2.07
813,Need for Speed: ProStreet,1.04,0.8,2.06
814,The Sims 3,0.73,0.97,2.06
815,Tom Clancy's Splinter Cell: Conviction,1.2,0.63,2.06
816,Pokemon Mystery Dungeon: Red/Blue Rescue Team,0.71,0.52,2.06
817,The Incredibles,1.15,0.77,2.06
818,R4: Ridge Racer Type 4,0.68,0.46,2.06
819,SoulCalibur II,1.06,0.62,2.06
820,Mario & Luigi: Dream Team,0.89,0.57,2.06
821,Need for Speed: ProStreet,0.73,0.92,2.05
822,Carnival Games,1.23,0.64,2.05
823,NBA 2K14,1.43,0.33,2.05
824,Pokémon Mystery Dungeon: Blue Rescue Team,1.16,0.06,2.05
825,Sonic Mega Collection,1.47,0.48,2.05
826,Diablo III,0.71,0.83,2.05
827,NBA Jam,1.75,0.25,2.05
828,PGR4 - Project Gotham Racing 4,0.48,1.29,2.05
829,Kingdom Hearts 358/2 Days,1.11,0.27,2.04
830,Dance Central 2,1.45,0.42,2.04
831,Rayman Raving Rabbids: TV Party,0.73,1.09,2.04
832,SOCOM: U.S. Navy SEALs: Combined Assault,1.74,0.02,2.04
833,Peter Jackson's King Kong: The Official Game of the Movie,0.71,1.02,2.04
834,Donkey Kong Country,1.2,0.48,2.04
835,Need for Speed: The Run,0.58,1.06,2.04
836,Madden NFL 15,1.53,0.25,2.03
837,1080°: TenEighty Snowboarding,1.25,0.61,2.03
838,Just Dance 3,1.47,0.4,2.03
839,NBA Live 2004,1.57,0.18,2.03
840,Dead Space,1.05,0.67,2.02
841,Call of Duty 2,1.81,0.05,2.02
842,Madden NFL 15,1.76,0.09,2.02
843,Forza Horizon,0.82,0.98,2.02
844,TouchMaster,0.49,1.27,2.01
845,Tom Clancy's The Division,1.2,0.62,2.01
846,LEGO Marvel Super Heroes,0.77,0.85,2
847,Fire Emblem: Awakening,0.89,0.45,2
848,DriveClub,0.35,1.31,2
849,Super Street Fighter II,0.52,0.16,2
850,Mortal Kombat vs. DC Universe,1.48,0.3,2
851,Tenchu: Stealth Assassins,0.95,0.64,1.99
852,Tennis,0.75,0.3,1.99
853,Harry Potter and the Chamber of Secrets,1.21,0.64,1.99
854,Harry Potter and the Chamber of Secrets,0.75,1.09,1.98
855,SimCity,0.93,0.27,1.98
856,Battlefield 4,1.25,0.58,1.98
857,Resident Evil 6,1.11,0.63,1.98
858,Dragon Age: Inquisition,0.72,0.86,1.97
859,Sonic Classic Collection,0.99,0.8,1.97
860,Spyro: Enter the Dragonfly,0.74,0.95,1.97
861,Call of Duty: World at War,1.2,0.59,1.97
862,Devil May Cry 2,0.71,0.58,1.97
863,Burnout Paradise,1.01,0.64,1.97
864,E.T.: The Extra Terrestrial,1.84,0.11,1.97
865,BioShock Infinite,1.22,0.57,1.96
866,Hot Shots Golf: Open Tee,0.5,0.5,1.96
867,Rad Racer,1.13,0.37,1.96
868,Soccer,0.18,0.23,1.96
869,Kirby Squeak Squad,0.79,0.03,1.96
870,Tom Clancy's Rainbow Six: Vegas,1.09,0.65,1.96
871,Destiny,1.3,0.49,1.95
872,Crash Nitro Kart,0.74,1.01,1.95
873,Grand Theft Auto: San Andreas,1.26,0.61,1.95
874,Star Wars: Dark Forces,1.09,0.77,1.95
875,NBA Street Vol. 2,1.69,0.2,1.95
876,Def Jam Vendetta,0.95,0.74,1.94
877,FIFA Soccer 09,0.49,1.26,1.94
878,Who wants to be a millionaire,1.94,0,1.94
879,Scooby Doo and the Cyber Chase,0.59,1.23,1.94
880,Alleyway,0.96,0.38,1.94
881,Dragon Ball Z: Budokai 3,1.09,0.15,1.94
882,Jet Moto 2,1.41,0.42,1.94
883,Tom Clancy's Ghost Recon,1.42,0.4,1.94
884,X-Men Legends,1,0.72,1.93
885,Batman: Arkham Origins,1.15,0.61,1.93
886,Guitar Hero: World Tour,1.1,0.56,1.93
887,Mortal Kombat II,1.48,0.39,1.93
888,Virtua Fighter 2,0.34,0.26,1.93
889,Tetris DX,1.06,0.6,1.93
890,Mortal Kombat vs. DC Universe,1.53,0.24,1.93
891,Watch Dogs,0.56,0.89,1.93
892,Mario Super Sluggers,1.51,0,1.93
893,Tomb Raider (2013),0.86,0.87,1.92
894,The Legend of Zelda: Oracle of Ages,0.92,0.53,1.92
895,Need for Speed: Shift,0.73,0.97,1.92
896,Monopoly,0.87,0.85,1.92
897,Red Faction,0.76,0.96,1.92
898,The Sims: Makin' Magic,1.03,0.8,1.92
899,MX Unleashed,0.94,0.73,1.92
900,PaRappa The Rapper,0.26,0.16,1.92
901,Toy Story Mania!,1.06,0.67,1.92
902,Mario Party 3,0.72,0.16,1.91
903,Star Wars: The Force Unleashed,1.14,0.57,1.91
904,Game Party 2,1.3,0.44,1.91
905,Destiny: The Taken King,0.77,0.78,1.91
906,LEGO Star Wars III: The Clone Wars,1.08,0.66,1.91
907,Star Wars Rogue Leader: Rogue Squadron II,1.03,0.75,1.9
908,Max Payne 3,0.59,0.92,1.9
909,Need for Speed Rivals,0.73,0.91,1.89
910,Madden NFL 09,1.56,0.15,1.89
911,Yokai Watch,0.21,0.3,1.89
912,Ratchet & Clank Future: A Crack in Time,1.05,0.54,1.88
913,Yu-Gi-Oh! Forbidden Memories,1.37,0.44,1.88
914,Mortal Kombat: Deception,0.92,0.72,1.88
915,Hot Shots Golf 2,0.25,0.12,1.88
916,Medal of Honor: European Assault (All Region sales),0.89,0.69,1.88
917,WCW Nitro,1.42,0.36,1.88
918,High School Musical: Sing It!,0.47,0.08,1.87
919,Star Fox Adventures,0.96,0.53,1.87
920,FIFA 2000,0.22,1.47,1.87
921,Dynasty Warriors 3,0.53,0.16,1.87
922,Donkey Kong Country Returns,0.73,0.62,1.87
923,The Legend of Zelda: Oracle of Seasons,0.87,0.52,1.86
924,Madden NFL 06,1.75,0.03,1.86
925,Shrek 2,1.12,0.69,1.86
926,The Legend of Dragoon,0.94,0.44,1.86
927,Turok 2: Seeds of Evil,1.37,0.41,1.86
928,SingStar,0,1.37,1.86
929,LittleBigPlanet 3,0.64,0.92,1.86
930,NBA Live 2002,0.91,0.71,1.86
931,Phineas and Ferb,1.34,0.37,1.86
932,Chrono Cross,0.62,0.42,1.86
933,GoldenEye 007 (2010),0.85,0.71,1.86
934,Mario Party: Island Tour,0.61,0.59,1.85
935,Jak 3,1.33,0.49,1.85
936,Rayman Raving Rabbids 2,0.83,0.82,1.85
937,Kingdom Hearts: Chain of Memories,1.26,0.18,1.85
938,Pinball,0.8,0.19,1.85
939,inFAMOUS 2,1.05,0.49,1.85
940,Gran Turismo Concept 2001 Tokyo,0,1.1,1.84
941,Demon's Souls,0.97,0.34,1.84
942,NCAA Football 06,1.53,0.05,1.84
943,"Hey You, Pikachu!",0.83,0.06,1.83
944,2 Games in 1: Sonic Advance & ChuChu Rocket!,1.31,0.49,1.83
945,World of Warcraft: Mists of Pandaria,0.84,0.76,1.83
946,Jet Moto,1.33,0.4,1.83
947,Just Cause 3,0.46,1.02,1.83
948,Secret of Mana,0.25,0.07,1.83
949,The Orange Box,1.09,0.54,1.83
950,Air Combat,0.92,0.33,1.83
951,Kirby: Triple Deluxe,0.61,0.34,1.82
952,Sonic & Knuckles,1.24,0.43,1.82
953,Namco Museum,1.73,0.07,1.82
954,The Sims: Hot Date,1.81,0,1.82
955,Metroid Prime 3: Corruption,0.91,0.74,1.82
956,Dragon Quest VI: Realms of Revelation,0.22,0.21,1.81
957,The Evil Within,0.55,0.84,1.81
958,DDRMAX2: Dance Dance Revolution,1.05,0.59,1.81
959,Crazy Taxi,1.1,0.51,1.81
960,Virtua Fighter 4,0.78,0.44,1.81
961,Sly 2: Band of Thieves,0.88,0.69,1.81
962,Guitar Hero: World Tour,1,0.03,1.8
963,Sonic Advance 2,0.93,0.59,1.8
964,Madden NFL 07,1.66,0,1.8
965,NBA 2K11,1.41,0.21,1.8
966,NFL GameDay 2000,1,0.68,1.8
967,Call of Duty: Black Ops 3,0.49,0.96,1.79
968,Disney's The Lion King,1.26,0.39,1.79
969,Beyond: Two Souls,0.52,0.88,1.79
970,Kinect Star Wars,1.05,0.57,1.78
971,Midnight Club II,1.25,0.29,1.78
972,Dragon Quest Monsters: Joker,0.23,0.03,1.78
973,SpongeBob SquarePants: SuperSponge,1.12,0.58,1.78
974,The Getaway: Black Monday,0.39,1.01,1.78
975,Professor Layton and the Mask of Miracle,0.32,0.95,1.78
976,Just Cause 2,0.45,0.94,1.78
977,Dragon's Dogma,0.41,0.46,1.78
978,The Legend of Zelda: The Wind Waker,0.93,0.57,1.77
979,50 Cent: Bulletproof,0.85,0.76,1.77
980,High School Musical: Sing It!,1.16,0.45,1.77
981,Wii Party U,0.31,0.54,1.77
982,Madden NFL 25,1.59,0.03,1.77
983,Final Fantasy II,0.24,0.09,1.77
984,Kirby 64: The Crystal Shards,0.63,0.06,1.77
985,Dead or Alive 3,1.19,0.29,1.77
986,UFC 2009 Undisputed,1.07,0.45,1.77
987,Metroid II: Return of Samus,0.85,0.31,1.76
988,WWF Attitude,1.27,0.42,1.76
989,The SpongeBob SquarePants Movie,1.06,0.54,1.76
990,Golden Sun,0.93,0.38,1.76
991,Sonic the Hedgehog 3,1.02,0.47,1.76
992,Kid Icarus,0.53,0.12,1.76
993,Def Jam: Fight for NY,0.86,0.67,1.76
994,Tom Clancy's Ghost Recon,1.23,0.46,1.76
995,State of Emergency,0.86,0.67,1.76
996,BioShock Infinite,0.72,0.69,1.76
997,Hitman: Absolution,0.68,0.9,1.76
998,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,1.26,0.47,1.76
999,Call of Duty: Black Ops 3,1.11,0.48,1.76
1000,The Urbz: Sims in the City,0.52,0.95,1.76
1001,FIFA Soccer 08,0.35,1.07,1.76
1002,Star Wars: Starfighter,0.61,0.87,1.76
1003,Madden NFL 2000,1.68,0.04,1.75
1004,Kingdom Hearts,0.9,0.37,1.75
1005,Star Wars: Battlefront,1.24,0.45,1.75
1006,Pro Evolution Soccer,0.06,0.9,1.75
1007,Crackdown,1,0.54,1.75
1008,Yoshi,0.7,0.13,1.75
1009,Disney's Aladdin,0.94,0.34,1.75
1010,Kirby's Adventure,0.79,0.14,1.75
1011,Cooking Mama 3: Shop & Chop,0.83,0.66,1.75
1012,Dance Dance Revolution X,0.85,0.66,1.75
1013,2 Games in 1: Disney Princess & The Lion King,1.25,0.46,1.75
1014,Star Wars Episode I: The Phantom Menace,0.72,0.89,1.74
1015,Xenosaga Episode I: Der Wille zur Macht,0.63,0.49,1.74
1016,Portal 2,0.83,0.63,1.74
1017,The Beatles: Rock Band,1.19,0.4,1.74
1018,Forza Motorsport 6,0.69,0.89,1.74
1019,Sonic Colors,0.96,0.61,1.74
1020,Cruis'n USA,1.69,0.04,1.74
1021,Madden NFL 99,1.66,0.04,1.74
1022,Diablo III,0.49,0.88,1.74
1023,Uncharted: Golden Abyss,0.59,0.75,1.74
1024,Destiny,0.67,0.66,1.73
1025,SSX Tricky,0.85,0.66,1.73
1026,Overwatch,0.64,0.68,1.73
1027,Twisted Metal III,1.48,0.2,1.73
1028,Harry Potter and the Sorcerer's Stone,0.94,0.62,1.73
1029,Disney Infinity,1.15,0.44,1.73
1030,Crash Bandicoot: The Huge Adventure,0.95,0.7,1.73
1031,Dishonored,1.06,0.52,1.73
1032,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,0.85,0.66,1.72
1033,The Order: 1886,0.61,0.78,1.72
1034,The Elder Scrolls Online,0.66,0.78,1.72
1035,Call of Duty: World at War Final Fronts,0.61,0.18,1.72
1036,Imagine: Teacher,0.7,0.83,1.72
1037,Call of Duty: Modern Warfare 3,0.41,0.98,1.72
1038,Madden NFL 2005,1.61,0.03,1.72
1039,Star Ocean: Till The End of Time,0.8,0.21,1.72
1040,The Sims 3: Late Night Expansion Pack,0.59,0.87,1.71
1041,Game Party 3,1.43,0.16,1.71
1042,Toy Story 2: Buzz Lightyear to the Rescue!,0.99,0.64,1.71
1043,Deal or No Deal,1.15,0.41,1.71
1044,Ace Combat 5: The Unsung War,0.88,0.34,1.71
1045,Need for Speed Underground,1.09,0.55,1.71
1046,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,0,0,1.71
1047,Tetris Worlds,1.25,0.39,1.71
1048,Cabela's Big Game Hunter 2010,1.58,0,1.7
1049,The Crew,0.34,1.08,1.7
1050,FIFA Soccer 10,0.23,0.24,1.7
1051,We Ski,0.99,0.42,1.7
1052,Personal Trainer: Math,0.49,1.12,1.7
1053,Kirby's Return to Dreamland,0.62,0.21,1.7
1054,Super Puyo Puyo,0,0,1.7
1055,Ben 10: Protector of Earth,0.69,0.83,1.7
1056,NCAA Football 07,1.41,0.05,1.7
1057,SOCOM 3: U.S. Navy SEALs,1.22,0.34,1.69
1058,NBA 2K15,1.36,0.18,1.69
1059,Saints Row 2,0.88,0.54,1.69
1060,Saints Row IV,1.01,0.53,1.69
1061,Jampack Winter '99,0.94,0.64,1.69
1062,Dragon Age: Origins,0.96,0.44,1.69
1063,FIFA 16,0.55,1.01,1.69
1064,WCW vs. nWo: World Tour,1.37,0.28,1.69
1065,WCW/NWO Thunder,1.1,0.48,1.69
1066,Harry Potter and the Sorcerer's Stone,0.87,0.66,1.69
1067,Need For Speed: Undercover,0.79,0.71,1.69
1068,Dragon Ball Z: The Legacy of Goku,1.52,0.12,1.69
1069,Sid Meier's Civilization V,0.98,0.52,1.69
1070,Resident Evil 4,0.98,0.42,1.69
1071,Call of Duty Black Ops: Declassified,0.8,0.52,1.69
1072,Star Wars Battlefront: Renegade Squadron,0.9,0.47,1.68
1073,World Championship Poker: Featuring Howard Lederer - All In,0.82,0.64,1.68
1074,NFL GameDay 98,1.58,0.06,1.68
1075,LEGO Batman 2: DC Super Heroes,0.9,0.64,1.68
1076,Yoshi's Cookie,0.59,0.24,1.68
1077,Time Crisis,0.38,0.87,1.68
1078,The Sims: Superstar,1.67,0,1.68
1079,Star Wars The Clone Wars: Lightsaber Duels,1.23,0.3,1.68
1080,MySims,0.91,0.55,1.68
1081,Metroid Fusion,1.18,0.27,1.68
